col,weight,gain,cover
ip-os_timemean,18.2,7.711493873850574,153.92943767298848
ip-app-device-os-channel_timemax,9.6,7.677672142857142,218.62323071428574
ip-os_timemax,13.4,7.646495100280113,223.27982105882356
ip-app_timemean,11.8,7.54998867982018,132.8336544618715
ip_timemean,29.6,7.4394480786116315,339.06709811819894
ip-channel_timemean,15.6,7.364991028898944,140.6889870322172
ip-device-os_max,8.6,7.314558176984127,315.1390095357143
ip_binary_3,3.6,7.301795333333333,83.60604199999999
ip-os-channel_timemin,9.0,7.122677325800865,166.08847016190475
ip-device_timemin,10.2,7.0534358502164505,226.3384982069264
os-channel_timemin,5.6,6.826531569523809,302.50402899047623
app-os-channel_timemax,5.4,6.575687766666666,304.759467952381
ip_binary_14,2.0,6.110280400000001,120.05342499999999
app-device_std,2.2,5.970360666666667,245.94454000000002
ip_binary_17,2.6,5.73491,60.19307466666667
app-device-os-channel_timemin,5.0,5.0696236301587305,217.28501630952377
device-channel_timemin,2.4,5.003087816666666,93.2431575
ip-app-device-os-channel_mean,2.6,4.203917499999999,152.7396235
